package,lib_path,version,priority,depends,imports,needs_compilation,built,url,source
RPushbullet,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.4,NA,NA,"utils, stats, jsonlite, curl",no,4.5.0,NA,CRAN
rrcov,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.7-7,NA,"R (>= 2.10), robustbase (>= 0.92.1), methods","stats, stats4, mvtnorm, lattice, pcaPP",yes,4.5.0,https://github.com/valentint/rrcov,CRAN
rsample,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.1,NA,R (>= 4.1),"cli, dplyr (>= 1.1.1), furrr, generics, glue, lifecycle,
methods, pillar, purrr (>= 1.0.0), rlang (>= 1.1.0), slider (>=
0.1.5), tibble, tidyr, tidyselect, vctrs (>= 0.5.0)",no,4.5.0,"https://rsample.tidymodels.org,
https://github.com/tidymodels/rsample",CRAN
rsconnect,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.5.0,NA,R (>= 3.5.0),"cli, curl, digest, jsonlite, lifecycle, openssl (>= 2.0.0),
PKI, packrat (>= 0.6), renv (>= 1.0.0), rlang (>= 1.0.0),
rstudioapi (>= 0.5), snowflakeauth, tools, yaml (>= 2.1.5),
utils",no,4.5.0,"https://rstudio.github.io/rsconnect/,
https://github.com/rstudio/rsconnect",CRAN
Rsolnp,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.0.1,NA,R (>= 3.0.2),"Rcpp, truncnorm, parallel, stats, numDeriv, future.apply",yes,4.5.0,NA,CRAN
rsq,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.7,NA,R (>= 3.1.0),"methods, stats, MASS, lme4, nlme, Deriv, Matrix, deming, mcr",no,4.5.0,NA,CRAN
RSQLite,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.4.2,NA,R (>= 3.1.0),"bit64, blob (>= 1.2.0), DBI (>= 1.2.0), memoise, methods,
pkgconfig, rlang",yes,4.5.0,"https://rsqlite.r-dbi.org, https://github.com/r-dbi/RSQLite",CRAN
rstan,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.32.7,NA,"R (>= 3.4.0), StanHeaders (>= 2.32.0)","methods, stats4, inline (>= 0.3.19), gridExtra (>= 2.3), Rcpp
(>= 1.0.7), RcppParallel (>= 5.1.4), loo (>= 2.4.1), pkgbuild
(>= 1.2.0), QuickJSR, ggplot2 (>= 3.3.5)",yes,4.5.0,"https://mc-stan.org/rstan/, https://discourse.mc-stan.org",CRAN
rstanarm,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.32.1,NA,"R (>= 3.4.0), Rcpp (>= 0.12.0), methods","bayesplot (>= 1.7.0), ggplot2 (>= 2.2.1), lme4 (>= 1.1-8), loo
(>= 2.1.0), Matrix (>= 1.2-13), nlme (>= 3.1-124), posterior,
rstan (>= 2.32.0), rstantools (>= 2.1.0), shinystan (>= 2.3.0),
stats, survival (>= 2.40.1), RcppParallel (>= 5.0.1), utils",yes,4.5.0,"https://mc-stan.org/rstanarm/, https://discourse.mc-stan.org",CRAN
rstantools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.4.0,NA,NA,"desc, stats, utils, Rcpp (>= 0.12.16), RcppParallel (>= 5.0.1)",no,4.5.0,"https://mc-stan.org/rstantools/, https://discourse.mc-stan.org/",CRAN
RStata,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.2,NA,NA,"foreign, tools, utils",no,4.5.0,https://github.com/lbraglia/RStata,CRAN
rstatix,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.7.2,NA,R (>= 3.3.0),"stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.2.0), car, generics (>= 0.0.2)",no,4.5.0,https://rpkgs.datanovia.com/rstatix/,CRAN
rstudio.prefs,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.9,NA,R (>= 3.4),"cli (>= 2.5.0), dplyr (>= 1.0.6), fs (>= 1.5.0), jsonlite (>=
1.7.2), purrr (>= 0.3.4), rappdirs (>= 0.3.3), rlang (>=
0.4.11), rstudioapi (>= 0.13), rvest (>= 1.0.0), tibble (>=
3.1.2)",no,4.5.0,"https://github.com/ddsjoberg/rstudio.prefs,
https://www.danieldsjoberg.com/rstudio.prefs/index.html",CRAN
rstudioapi,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.17.1,NA,NA,NA,no,4.5.0,"https://rstudio.github.io/rstudioapi/,
https://github.com/rstudio/rstudioapi",CRAN
rsvg,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.6.2,NA,NA,NA,yes,4.5.0,"https://docs.ropensci.org/rsvg/, https://github.com/ropensci/rsvg",CRAN
RTCGA,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.38.0,NA,R (>= 3.3.0),"XML, RCurl, assertthat, stringi, rvest, data.table, xml2,
dplyr, purrr, survival, survminer, ggplot2, ggthemes, viridis,
knitr, scales, rmarkdown, htmltools",no,4.5.0,https://rtcga.github.io/RTCGA,Bioconductor 3.21
RTCGA.clinical,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,20151101.38.0,NA,"R (>= 3.2.0), RTCGA",NA,no,4.5.0,NA,Bioconductor 3.21
rticles,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.27,NA,NA,"knitr (>= 1.30), lifecycle, rmarkdown (>= 2.14), tinytex (>=
0.30), utils, xfun, yaml",no,4.5.0,"https://github.com/rstudio/rticles,
https://pkgs.rstudio.com/rticles/",CRAN
Rttf2pt1,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.12,NA,R (>= 2.15),NA,yes,4.5.0,https://github.com/wch/Rttf2pt1,CRAN
RUnit,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.33.1,NA,"R (>= 2.5.0), utils (>= 2.5.0), methods (>= 2.5.0), graphics
(>= 2.5.0)",NA,no,4.5.0,NA,CRAN
rvcheck,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.1,NA,R (>= 3.4.0),"BiocManager, utils, yulab.utils",no,4.5.0,https://github.com/GuangchuangYu/rvcheck,CRAN
rversions,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.1.2,NA,NA,"curl, utils, xml2 (>= 1.0.0)",no,4.5.0,"https://github.com/r-hub/rversions,
https://r-hub.github.io/rversions/",CRAN
rvest,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.4,NA,R (>= 3.6),"cli, glue, httr (>= 0.5), lifecycle (>= 1.0.3), magrittr,
rlang (>= 1.1.0), selectr, tibble, xml2 (>= 1.3)",no,4.5.0,"https://rvest.tidyverse.org/, https://github.com/tidyverse/rvest",CRAN
s2,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.9,NA,R (>= 3.0.0),"Rcpp, wk (>= 0.6.0)",yes,4.5.0,"https://r-spatial.github.io/s2/, https://github.com/r-spatial/s2,
http://s2geometry.io/",CRAN
S7,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.0,NA,R (>= 3.5.0),utils,yes,4.5.0,"https://rconsortium.github.io/S7/,
https://github.com/RConsortium/S7",CRAN
sampling,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.11,NA,R (>= 3.5.0),"MASS, lpSolve, utils",yes,4.5.0,NA,CRAN
sandwich,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.1-1,NA,R (>= 3.0.0),"stats, utils, zoo",no,4.5.0,https://sandwich.R-Forge.R-project.org/,CRAN
santoku,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.0,NA,R (>= 3.5.0),"Rcpp, assertthat, glue, lifecycle, rlang, vctrs",yes,4.5.0,"https://github.com/hughjonesd/santoku,
https://hughjonesd.github.io/santoku/",CRAN
sass,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.10,NA,NA,"fs (>= 1.2.4), rlang (>= 0.4.10), htmltools (>= 0.5.1), R6,
rappdirs",yes,4.5.0,"https://rstudio.github.io/sass/, https://github.com/rstudio/sass",CRAN
scales,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4.0,NA,R (>= 4.1),"cli, farver (>= 2.0.3), glue, labeling, lifecycle, R6,
RColorBrewer, rlang (>= 1.1.0), viridisLite",no,4.5.0,"https://scales.r-lib.org, https://github.com/r-lib/scales",CRAN
scam,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2-19,NA,R (>= 3.6.0),"mgcv (>= 1.8-2), methods, stats, graphics, Matrix, splines",yes,4.5.0,NA,CRAN
scatterplot3d,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3-44,NA,R (>= 2.7.0),"grDevices, graphics, stats",no,4.5.0,NA,CRAN
scholar,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.5,NA,R (>= 4.1.0),"R.cache, dplyr, httr, rlang, rvest, stringr, xml2, tidygraph,
ggraph, ggplot2",no,4.5.0,https://github.com/YuLab-SMU/scholar,CRAN
schrute,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.1,NA,R (>= 2.10),magrittr,no,4.5.0,https://github.com/bradlindblad/schrute,CRAN
scico,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.5.0,NA,R (>= 2.10),"scales, grDevices",no,4.5.0,https://github.com/thomasp85/scico,CRAN
SCRT,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.1,NA,R (>= 2.14.1),"graphics, utils",no,4.5.0,NA,CRAN
sdamr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.0,NA,R (>= 3.5.0),"methods, stats, dplyr, ggplot2, grid, car",no,4.5.0,https://mspeekenbrink.github.io/sdam-r/,CRAN
see,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.11.0,NA,"graphics, grDevices, R (>= 4.0), stats","bayestestR (>= 0.15.2), correlation (>= 0.8.7), datawizard (>=
1.0.1), effectsize (>= 1.0.0), ggplot2 (>= 3.5.1), insight (>=
1.1.0), modelbased (>= 0.10.0), patchwork (>= 1.3.0),
parameters (>= 0.24.2), performance (>= 0.13.0)",no,4.5.0,https://easystats.github.io/see/,CRAN
selectr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4-2,NA,R (>= 3.0),"methods, stringr, R6",no,4.5.0,https://sjp.co.nz/projects/selectr,CRAN
sem,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.1-16,NA,"R (>= 3.5.0), stats","MASS, boot, mi (>= 0.9-99), utils",yes,4.5.0,https://CRAN.R-project.org/package=sem,CRAN
semTools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5-7,NA,"R(>= 4.0), lavaan(>= 0.6-12), methods","graphics, pbivnorm, stats, utils",no,4.5.0,https://github.com/simsem/semTools/wiki,CRAN
seriation,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.5.7,NA,R (>= 2.14.0),"ca, cluster, colorspace, foreach, gclus, grDevices, grid,
MASS, qap, registry, stats, TSP, vegan",yes,4.5.0,https://github.com/mhahsler/seriation,CRAN
servr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.32,NA,R (>= 3.0.0),"mime (>= 0.2), httpuv (>= 1.5.2), xfun (>= 0.48), jsonlite",no,4.5.0,https://github.com/yihui/servr,CRAN
sessioninfo,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.3,NA,R (>= 3.4),"cli (>= 3.1.0), tools, utils",no,4.5.0,"https://github.com/r-lib/sessioninfo#readme,
https://sessioninfo.r-lib.org",CRAN
sets,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0-25,NA,R (>= 2.7.0),"graphics,grDevices,stats,utils",yes,4.5.0,NA,CRAN
sf,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0-21,NA,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, s2 (>= 1.1.0), stats, tools, units (>= 0.7-0), utils",yes,4.5.0,"https://r-spatial.github.io/sf/, https://github.com/r-spatial/sf",CRAN
sfd,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.0,NA,"R (>= 2.10), tibble","cli, rlang",no,4.5.0,NA,CRAN
sfheaders,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.4,NA,R (>= 3.0.2),Rcpp (>= 1.0.10),yes,4.5.0,https://dcooley.github.io/sfheaders/,CRAN
sftime,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.0,NA,sf (>= 1.0.9),methods,no,4.5.0,"https://r-spatial.github.io/sftime/,
https://github.com/r-spatial/sftime",CRAN
sgeostat,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0-27,NA,"stats, grDevices, graphics, R (>= 2.0.0)",NA,yes,4.5.0,NA,CRAN
shades,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4.0,NA,NA,NA,no,4.5.0,https://github.com/jonclayden/shades,CRAN
shadowtext,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.5,NA,R (>= 3.4.0),"ggplot2, grid, scales, S7",no,4.5.0,https://github.com/GuangchuangYu/shadowtext/,CRAN
shape,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4.6.1,NA,R (>= 2.01),"stats, graphics, grDevices",no,4.5.0,NA,CRAN
shiny,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.11.1,NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, fontawesome (>= 0.4.0), htmltools (>=
0.5.4), R6 (>= 2.0), sourcetools, later (>= 1.0.0), promises
(>= 1.3.2), tools, cli, rlang (>= 0.4.10), fastmap (>= 1.1.1),
withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib (>= 0.6.0),
cachem (>= 1.1.0), lifecycle (>= 0.2.0)",no,4.5.0,"https://shiny.posit.co/, https://github.com/rstudio/shiny",CRAN
shinycssloaders,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.0,NA,R (>= 3.1),"digest, glue, grDevices, htmltools (>= 0.3.5), shiny",no,4.5.0,"https://github.com/daattali/shinycssloaders,
https://daattali.com/shiny/shinycssloaders-demo/",CRAN
shinydashboard,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.7.3,NA,R (>= 3.0),"htmltools (>= 0.2.6), promises, shiny (>= 1.0.0), utils",no,4.5.0,"https://rstudio.github.io/shinydashboard/,
https://github.com/rstudio/shinydashboard",CRAN
shinyjqui,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.1,NA,R (>= 3.2.0),"shiny (>= 1.5.0), htmltools, htmlwidgets, jsonlite, rlang",no,4.5.0,"https://github.com/yang-tang/shinyjqui,
https://yang-tang.github.io/shinyjqui/",CRAN
shinyjs,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.1.0,NA,R (>= 3.1.0),"digest (>= 0.6.8), jsonlite, shiny (>= 1.0.0)",no,4.5.0,https://deanattali.com/shinyjs/,CRAN
shinystan,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.6.0,NA,"R (>= 3.1.0), shiny (>= 1.0.3)","bayesplot (>= 1.5.0), colourpicker, DT (>= 0.2), dygraphs (>=
1.1.1.2), ggplot2 (>= 2.1.1), gridExtra, gtools, markdown (>=
0.7.4), methods, reshape2, rstan (>= 2.17.1), stats, shinyjs
(>= 0.6.0), shinythemes (>= 1.0.1), threejs (>= 0.2.1), utils,
xtable, xts (>= 0.9-7)",no,4.5.0,"https://mc-stan.org/shinystan/, https://discourse.mc-stan.org",CRAN
shinythemes,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.0,NA,R (>= 3.0.0),shiny (>= 0.11),no,4.5.0,https://rstudio.github.io/shinythemes/,CRAN
showtext,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.9-7,NA,"sysfonts (>= 0.7.1), showtextdb (>= 2.0)",grDevices,yes,4.5.0,https://github.com/yixuan/showtext,CRAN
showtextdb,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.0,NA,NA,"sysfonts (>= 0.7), utils",no,4.5.0,NA,CRAN
SimDesign,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.20.0,NA,R (>= 4.1.0),"methods, testthat, parallel, parallelly, dplyr, sessioninfo,
beepr, pbapply (>= 1.3-0), future, future.apply, progressr,
R.utils, stats",no,4.5.0,"http://philchalmers.github.io/SimDesign/,
https://github.com/philchalmers/SimDesign/wiki",CRAN
sjlabelled,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.0,NA,R (>= 3.4),"insight, datawizard, stats, tools, utils",no,4.5.0,https://strengejacke.github.io/sjlabelled/,CRAN
sjmisc,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.8.11,NA,R (>= 3.4),"dplyr, insight, datawizard, magrittr, methods, purrr, rlang,
sjlabelled (>= 1.1.1), stats, tidyselect, utils",no,4.5.0,https://strengejacke.github.io/sjmisc/,CRAN
sjPlot,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.9.0,NA,R (>= 4.1),"graphics, grDevices, stats, utils, bayestestR (>= 0.16.1),
datawizard (>= 1.1.0), dplyr, ggeffects, ggplot2 (>= 3.2.0),
knitr, insight (>= 1.3.1), parameters (>= 0.27.0), performance
(>= 0.15.0), purrr, rlang, scales, sjlabelled (>= 1.1.2),
sjmisc (>= 2.8.2), sjstats (>= 0.17.8), tidyr (>= 1.0.0)",no,4.5.0,https://strengejacke.github.io/sjPlot/,CRAN
sjstats,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.19.1,NA,"R (>= 4.0), utils","datawizard, effectsize (>= 0.8.8), insight, parameters,
performance, stats",no,4.5.0,https://strengejacke.github.io/sjstats/,CRAN
skimr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.2.1,NA,R (>= 4.1.0),"cli, dplyr (>= 1.0.0), knitr (>= 1.2), pillar (>= 1.6.4),
purrr, repr, rlang, stats, stringr (>= 1.1), tibble (>= 2.0.0),
tidyr (>= 1.0), tidyselect (>= 1.0.0), vctrs (>= 0.5.0)",no,4.5.0,"https://docs.ropensci.org/skimr/,
https://github.com/ropensci/skimr/",CRAN
slam,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1-55,NA,R (>= 3.4.0),stats,yes,4.5.0,NA,CRAN
slider,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.2,NA,R (>= 4.0.0),"cli (>= 3.6.1), rlang (>= 1.1.1), vctrs (>= 0.6.3), warp",yes,4.5.0,"https://github.com/r-lib/slider, https://slider.r-lib.org",CRAN
SmartEDA,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.10,NA,R (>= 3.3.0),"ggplot2, sampling, scales, rmarkdown, ISLR(>= 1.0),
data.table, gridExtra, GGally, qpdf",no,4.5.0,https://daya6489.github.io/SmartEDA/,CRAN
smbinning,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.9,NA,"R (>= 3.2.0),sqldf,partykit,Formula",gsubfn,no,4.5.0,NA,CRAN
smd,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.8.0,NA,NA,"MASS (>= 7.3-50), methods (>= 3.5.1)",no,4.5.0,https://bsaul.github.io/smd/,CRAN
smplot2,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.5,NA,R (>= 3.4.0),"ggplot2, graphics, ggpubr, cowplot, rlang, tibble, dplyr,
grid, utils, pwr, stats, Hmisc, zoo, patchwork",no,4.5.0,https://smin95.github.io/dataviz/,CRAN
smungs,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.0.0.9000,NA,NA,NA,no,4.5.0,NA,GitHub repo = nacnudus/smungs
sna,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.8,NA,"R (>= 2.0.0), utils, statnet.common, network",NA,yes,4.5.0,https://statnet.org,CRAN
snakecase,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.11.1,NA,R (>= 3.2),"stringr, stringi",no,4.5.0,https://github.com/Tazinho/snakecase,CRAN
snippetsaddin,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.0,NA,NA,rstudioapi (>= 0.5-1),no,4.5.0,https://github.com/sfr/RStudio-Addin-Snippets,GitHub repo = sfr/snippets-addin
snow,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4-4,NA,"R (>= 2.13.1), utils",NA,no,4.5.0,NA,CRAN
SnowballC,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.7.1,NA,NA,NA,yes,4.5.0,https://github.com/nalimilan/R.TeMiS,CRAN
snowflakeauth,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.2,NA,NA,"cli, curl, jsonlite, RcppTOML, rlang",no,4.5.0,"https://posit-dev.github.io/snowflakeauth/,
https://github.com/posit-dev/snowflakeauth",CRAN
socviz,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2,NA,R (>= 3.5),"dplyr, fs, graphics, magrittr, rlang, tibble",no,4.5.0,http://kjhealy.github.io/socviz/,CRAN
sos,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.1-8,NA,"R (>= 3.5.0), brew",NA,no,4.5.0,https://github.com/sbgraves237/sos,CRAN
sourcetools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.7-1,NA,R (>= 3.0.2),NA,yes,4.5.0,NA,CRAN
sp,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.2-0,NA,"R (>= 3.5.0), methods","utils, stats, graphics, grDevices, lattice, grid",yes,4.5.0,https://github.com/edzer/sp/ https://edzer.github.io/sp/,CRAN
spacefillr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.0,NA,NA,Rcpp (>= 1.0.0),yes,4.5.0,https://github.com/tylermorganwall/spacefillr,CRAN
spacesXYZ,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.6-0,NA,R (>= 4.0.0),logger,no,4.5.0,NA,CRAN
spacetime,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3-3,NA,R (>= 3.0.0),"graphics, utils, stats, methods, lattice, sp (>= 1.1-0), zoo
(>= 1.7-9), xts (>= 0.8-8), intervals",no,4.5.0,https://github.com/edzer/spacetime,CRAN
spam,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.11-1,NA,R (>= 4.0),"dotCall64, grid, methods, Rcpp (>= 1.0.8.3)",yes,4.5.0,https://www.math.uzh.ch/pages/spam/,CRAN
sparkline,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.0,NA,NA,"htmltools, htmlwidgets (>= 0.8)",no,4.5.0,NA,CRAN
SparseM,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.84-2,NA,"R (>= 2.15), methods","graphics, stats, utils",yes,4.5.0,http://www.econ.uiuc.edu/~roger/research/sparse/sparse.html,CRAN
sparsevctrs,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.4,NA,R (>= 4.1),"cli (>= 3.4.0), rlang (>= 1.1.0), vctrs",yes,4.5.0,"https://github.com/r-lib/sparsevctrs,
https://r-lib.github.io/sparsevctrs/",CRAN
spatial,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,7.3-18,recommended,"R (>= 3.0.0), graphics, stats, utils",NA,yes,4.5.0,http://www.stats.ox.ac.uk/pub/MASS4/,CRAN
SpatialNP,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1-6,NA,R (>= 2.4.0),NA,yes,4.5.0,NA,CRAN
spatstat,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.4-0,NA,"R (>= 3.5.0), spatstat.data (>= 3.1-6), spatstat.univar (>=
3.1-4), spatstat.geom (>= 3.5-0), spatstat.random (>= 3.4-1),
spatstat.explore (>= 3.5-2), spatstat.model (>= 3.4-0),
spatstat.linnet (>= 3.3-1), utils",spatstat.utils (>= 3.1-5),no,4.5.0,http://spatstat.org/,CRAN
spatstat.data,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.1-6,NA,R (>= 3.5.0),"spatstat.utils (>= 3.1-2), Matrix",no,4.5.0,http://spatstat.org/,CRAN
spatstat.explore,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.5-2,NA,"R (>= 3.5.0), spatstat.data (>= 3.1-2), spatstat.univar (>=
3.1-4), spatstat.geom (>= 3.5-0), spatstat.random (>= 3.4),
stats, graphics, grDevices, utils, methods, nlme","spatstat.utils (>= 3.1-5), spatstat.sparse (>= 3.1-0), goftest
(>= 1.2-2), Matrix, abind",yes,4.5.0,http://spatstat.org/,CRAN
spatstat.geom,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.5-0,NA,"R (>= 3.5.0), spatstat.data (>= 3.1), spatstat.univar (>=
3.1-4), stats, graphics, grDevices, utils, methods","spatstat.utils (>= 3.1-5), deldir (>= 1.0-2), polyclip (>=
1.10)",yes,4.5.0,http://spatstat.org/,CRAN
spatstat.linnet,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.3-1,NA,"R (>= 3.5.0), stats, graphics, grDevices, methods, utils,
spatstat.data (>= 3.1-6), spatstat.univar (>= 3.1-4),
spatstat.geom (>= 3.5-0), spatstat.random (>= 3.4-1),
spatstat.explore (>= 3.5-2), spatstat.model (>= 3.4-0)","Matrix, spatstat.utils (>= 3.1-5), spatstat.sparse (>= 3.1-0)",yes,4.5.0,http://spatstat.org/,CRAN
spatstat.model,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.4-0,NA,"R (>= 3.5.0), spatstat.data (>= 3.1-6), spatstat.univar (>=
3.1-4), spatstat.geom (>= 3.5-0), spatstat.random (>= 3.4-1),
spatstat.explore (>= 3.5-2), stats, graphics, grDevices, utils,
methods, nlme, rpart","spatstat.utils (>= 3.1-5), spatstat.sparse (>= 3.1-0), mgcv,
Matrix, abind, tensor, goftest (>= 1.2-2)",yes,4.5.0,http://spatstat.org/,CRAN
spatstat.random,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.4-1,NA,"R (>= 3.5.0), spatstat.data (>= 3.1), spatstat.univar (>=
3.1), spatstat.geom (>= 3.3-6), stats, utils, methods,
grDevices",spatstat.utils (>= 3.1-4),yes,4.5.0,http://spatstat.org/,CRAN
spatstat.sparse,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.1-0,NA,"R (>= 3.5.0), stats, utils, methods, Matrix, abind, tensor",spatstat.utils (>= 3.0-5),yes,4.5.0,http://spatstat.org/,CRAN
spatstat.univar,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.1-4,NA,"R (>= 3.5.0), stats","spatstat.utils (>= 3.1-2), graphics",yes,4.5.0,http://spatstat.org/,CRAN
